long_cid_ori,lat_cid_ori,nome_procedimento,SP_CIDADE_P_EXT,cidade_origem,cidade_do_procedimento,procedimento,total_ocorrencias
-52.6791,-28.0585,PARTO NORMAL,Cidade do RS,PONTÃO,PASSO FUNDO,310010039,504
-53.7022,-27.7197,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,CORONEL BICACO,PASSO FUNDO,411010026,493
-52.9231,-27.942,PARTO CESARIANO EM GESTACAO DE ALTO RISCO,Cidade do RS,SARANDI,PASSO FUNDO,411010026,1042
-52.5836,-29.0947,TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA,Cidade do RS,BARROS CASSAL,PASSO FUNDO,303060204,597
-52.4091,-28.2576,TRATAMENTO DE COMPLICACOES DE PROCEDIMENTOS CIRURGICOS OU CLINICOS,Cidade do RS,PASSO FUNDO,PASSO FUNDO,308040015,20622
-52.6791,-28.0585,TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO,Cidade do RS,PONTÃO,PASSO FUNDO,303160047,504
-54.8373,-28.1233,PARTO NORMAL,Cidade do RS,SALVADOR DAS MISSÕES,SANTO ÂNGELO,310010039,304
-54.8373,-28.1233,PARTO CESARIANO,Cidade do RS,SALVADOR DAS MISSÕES,SANTO ÂNGELO,411010034,304
-54.504,-28.3516,PARTO NORMAL,Cidade do RS,VITÓRIA DAS MISSÕES,SANTO ÂNGELO,310010039,148
-54.2686,-28.3686,PARTO CESARIANO,Cidade do RS,ENTRE-IJUÍS,SANTO ÂNGELO,411010034,456
-54.1506,-28.5315,PARTO CESARIANO,Cidade do RS,EUGÊNIO DE CASTRO,SANTO ÂNGELO,411010034,131
-54.5629,-28.1491,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,GUARANI DAS MISSÕES,SANTO ÂNGELO,303100044,380
-55.1379,-27.9082,PARTO CESARIANO,Cidade do RS,PORTO XAVIER,SANTO ÂNGELO,411010034,758
-54.5629,-28.1491,TRATAMENTO DE TRANSTORNOS HEMORRAGICOS E HEMATOLOGICOS DO FETO E DO RECEM-NASCIDO,Cidade do RS,GUARANI DAS MISSÕES,SANTO ÂNGELO,303160047,380
-54.2668,-28.3001,TRATAMENTO DE INFECCOES AGUDAS DAS VIAS AEREAS SUPERIORES,Cidade do RS,SANTO ÂNGELO,SANTO ÂNGELO,303140100,3203
-53.7757,-28.2342,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO,Cidade do RS,AJURICABA,SANTO ÂNGELO,303070102,514
-54.2668,-28.3001,TRATAMENTO DE INFECCOES ESPECIFICAS DO PERIODO PERINATAL,Cidade do RS,SANTO ÂNGELO,SANTO ÂNGELO,303160020,3203
-52.4091,-28.2576,TRATAMENTO CIRURGICO DE FRATURAS DOS OSSOS DO CARPO,Cidade do RS,PASSO FUNDO,PASSO FUNDO,408020466,20622
-52.4091,-28.2576,DERIVACAO VENTRICULAR EXTERNAR-SUBGALEAL EXTERNA,Cidade do RS,PASSO FUNDO,PASSO FUNDO,403010098,20622
-52.4091,-28.2576,VASECTOMIA,Cidade do RS,PASSO FUNDO,PASSO FUNDO,409040240,20622
-52.5995,-27.5086,APENDICECTOMIA,Cidade do RS,BENJAMIN CONSTANT DO SUL,ERECHIM,407020039,310
-52.5995,-27.5086,PARTO NORMAL,Cidade do RS,BENJAMIN CONSTANT DO SUL,ERECHIM,310010039,310
-52.5995,-27.5086,TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA,Cidade do RS,BENJAMIN CONSTANT DO SUL,ERECHIM,406040338,310
-52.5995,-27.5086,RIZOTOMIA PERCUTANEA POR RADIOFREQUENCIA,Cidade do RS,BENJAMIN CONSTANT DO SUL,ERECHIM,403050103,310
-52.6248,-27.7174,PARTO CESARIANO,Cidade do RS,CAMPINAS DO SUL,ERECHIM,411010034,297
-52.6248,-27.7174,RESSECCAO DE TUMOR RETROPERITONIAL C/ RESSECCAO DE ORGAOS CONTIGUOS EM ONCOLOGIA,Cidade do RS,CAMPINAS DO SUL,ERECHIM,416040144,297
-51.8741,-28.3419,TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO,Cidade do RS,CIRÍACO,DAVID CANABARRO,303060190,416
-51.8741,-28.3419,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA,Cidade do RS,CIRÍACO,DAVID CANABARRO,301060070,416
-51.8741,-28.3419,TRATAMENTO DAS DOENCAS CRONICAS DAS VIAS AEREAS INFERIORES,Cidade do RS,CIRÍACO,DAVID CANABARRO,303140046,416
-51.8741,-28.3419,TRATAMENTO DE INSUFICIENCIA RENAL AGUDA,Cidade do RS,CIRÍACO,DAVID CANABARRO,305020048,416
-51.8482,-28.3849,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,DAVID CANABARRO,DAVID CANABARRO,303040149,345
-51.8482,-28.3849,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA CIRURGICA,Cidade do RS,DAVID CANABARRO,DAVID CANABARRO,301060070,345
-51.8482,-28.3849,TRATAMENTO DE ARRITMIAS,Cidade do RS,DAVID CANABARRO,DAVID CANABARRO,303060026,345
-51.8482,-28.3849,TRATAMENTO DE DOENCAS INFLAMATORIAS DOS ORGAOS PELVICOS FEMININOS,Cidade do RS,DAVID CANABARRO,DAVID CANABARRO,303150033,345
-51.8482,-28.3849,TRATAMENTO DE DIABETES MELLITUS,Cidade do RS,DAVID CANABARRO,DAVID CANABARRO,303030038,345
-51.8447,-28.4758,TRATAMENTO DE TRAUMATISMOS C/ LESAO DE ORGAO INTRA-TORACICO E INTRA-ABDOMINAL,Cidade do RS,VANINI,DAVID CANABARRO,308010035,153
-51.8447,-28.4758,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO URINARIO,Cidade do RS,VANINI,DAVID CANABARRO,303150050,153
-51.8447,-28.4758,TRATAMENTO DE INTOXICACAO OU ENVENENAMENTO POR EXPOSICAO A MEDICAMENTO E SUBSTANCIAS DE USO NAO MEDICINAL,Cidade do RS,VANINI,DAVID CANABARRO,308020030,153
-51.7697,-28.3253,TRATAMENTO DE DIABETES MELLITUS,Cidade do RS,MULITERNO,DAVID CANABARRO,303030038,333
-51.8482,-28.3849,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ,Cidade do RS,DAVID CANABARRO,DAVID CANABARRO,303100044,345
-51.8482,-28.3849,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA,Cidade do RS,DAVID CANABARRO,DAVID CANABARRO,301060088,345
-51.8482,-28.3849,TRATAMENTO DA FIBROSE CISTICA COM MANIFESTACOES PULMONARES,Cidade do RS,DAVID CANABARRO,DAVID CANABARRO,303140020,345
-51.7697,-28.3253,TRATAMENTO DE OUTRAS AFECCOES DA PELE E DO TECIDO SUBCUTANEO,Cidade do RS,MULITERNO,DAVID CANABARRO,303080094,333
-52.4271,-27.9404,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE STENT,Cidade do RS,IPIRANGA DO SUL,PASSO FUNDO,406030030,106
-52.0097,-28.0652,NEFRECTOMIA EM ONCOLOGIA,Cidade do RS,TAPEJARA,PASSO FUNDO,416010075,1768
-52.0097,-28.0652,TRANSPLANTE DE CORNEA,Cidade do RS,TAPEJARA,PASSO FUNDO,505010097,1768
-52.8613,-28.6277,PLASTICA DA BOLSA ESCROTAL,Cidade do RS,TAPERA,PASSO FUNDO,409040177,562
-52.9538,-29.1039,TRATAMENTO CIRURGICO DE FRATURA / LESAO FISARIA SUPRA-CONDILIANA DO UMERO,Cidade do RS,TUNAS,PASSO FUNDO,408020385,198
-52.4091,-28.2576,OSTEOSSÍNTESE DA FRATURA DO OSSO ZIGOMÁTICO,Cidade do RS,PASSO FUNDO,PASSO FUNDO,404020704,20622
-51.9815,-28.5605,TRATAMENTO DE DOENCAS DO FIGADO,Cidade do RS,CASCA,PASSO FUNDO,303070072,400
-53.0753,-27.601,TRATAMENTO DE DIABETES MELLITUS,Cidade do RS,LIBERATO SALZANO,PASSO FUNDO,303030038,285
-52.9142,-28.1149,TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA,Cidade do RS,ALMIRANTE TAMANDARÉ DO SUL,PASSO FUNDO,303060204,293
-52.4091,-28.2576,TRATAMENTO DE INSUFICIENCIA RENAL AGUDA,Cidade do RS,PASSO FUNDO,PASSO FUNDO,305020048,20622
-52.5237,-27.5583,LARINGECTOMIA PARCIAL,Cidade do RS,SÃO VALENTIM,ARATIBA,404010172,204
-54.7428,-28.1463,PARTO NORMAL,Cidade do RS,CERRO LARGO,SANTO ÂNGELO,310010039,775
-54.2686,-28.3686,PARTO CESARIANO C/ LAQUEADURA TUBARIA,Cidade do RS,ENTRE-IJUÍS,SANTO ÂNGELO,411010042,456
-54.2686,-28.3686,PARTO NORMAL,Cidade do RS,ENTRE-IJUÍS,SANTO ÂNGELO,310010039,456
-54.1506,-28.5315,PARTO NORMAL,Cidade do RS,EUGÊNIO DE CASTRO,SANTO ÂNGELO,310010039,131
-54.5629,-28.1491,PARTO NORMAL,Cidade do RS,GUARANI DAS MISSÕES,SANTO ÂNGELO,310010039,380
-54.5629,-28.1491,PARTO CESARIANO,Cidade do RS,GUARANI DAS MISSÕES,SANTO ÂNGELO,411010034,380
-52.4091,-28.2576,REDUCAO INCRUENTA DE LUXACAO OU FRATURA / LUXACAO ESCAPULO-UMERAL,Cidade do RS,PASSO FUNDO,PASSO FUNDO,408010134,20622
-52.4091,-28.2576,EXCISAO E SUTURA COM PLASTICA EM Z NA PELE EM ONCOLOGIA,Cidade do RS,PASSO FUNDO,PASSO FUNDO,416080030,20622
-52.4091,-28.2576,RESSECCAO ENDOSCOPICA DE LESAO VESICAL,Cidade do RS,PASSO FUNDO,PASSO FUNDO,409010383,20622
-52.4091,-28.2576,REVASCULARIZACAO MIOCARDICA C/ USO DE EXTRACORPOREA (C/,Cidade do RS,PASSO FUNDO,PASSO FUNDO,406010935,20622
-52.4091,-28.2576,PROSTATECTOMIA EM ONCOLOGIA,Cidade do RS,PASSO FUNDO,PASSO FUNDO,416010121,20622
-52.1932,-28.28,TRATAMENTO DE INSUFICIENCIA RENAL AGUDA,Cidade do RS,MATO CASTELHANO,PASSO FUNDO,305020048,305
-52.1932,-28.28,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,MATO CASTELHANO,PASSO FUNDO,303010037,305
-51.6597,-27.767,TRATAMENTO DE ANEURISMA DA AORTA,Cidade do RS,CACIQUE DOBLE,PASSO FUNDO,303060018,662
-52.5836,-29.0947,MICRONEUROLISE DE NERVO PERIFERICO,Cidade do RS,BARROS CASSAL,PASSO FUNDO,403020050,597
-51.6597,-27.767,TRATAMENTO CIRÚRGICO DE DEISCÊNCIA DE SUTURA DE CÓRNEA,Cidade do RS,CACIQUE DOBLE,PASSO FUNDO,405050399,662
-51.3961,-28.1254,ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (C/ STENT NAO RECOBERTO),Cidade do RS,CAPÃO BONITO DO SUL,PASSO FUNDO,406040060,246
-51.9815,-28.5605,TRATAMENTO DAS LESOES OSTEO-CONDRAIS POR FIXACAO OU MOSAICOPLASTIA JOELHO/TORNOZELO,Cidade do RS,CASCA,PASSO FUNDO,408050926,400
-51.6597,-27.767,AMPUTACAO / DESARTICULACAO DE DEDO,Cidade do RS,CACIQUE DOBLE,PASSO FUNDO,408060042,662
-51.6597,-27.767,ARTRODESE CERVICAL / CERVICO-TORACICA POSTERIOR SEIS NIVEIS - INCLUI INSTRUMENTACAO,Cidade do RS,CACIQUE DOBLE,PASSO FUNDO,408030046,662
-52.5836,-28.4977,TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL CRONICO,Cidade do RS,ERNESTINA,PASSO FUNDO,403010314,479
-52.5836,-28.4977,TRATAMENTO CIRURGICO DE FRATURA DA EXTREMIDADE / METAFISE DISTAL DOS OSSOS DO ANTEBRACO,Cidade do RS,ERNESTINA,PASSO FUNDO,408020407,479
-52.5836,-28.4977,IMPLANTE DE MARCAPASSO TEMPORARIO TRANSVENOSO,Cidade do RS,ERNESTINA,PASSO FUNDO,406010684,479
-52.2697,-27.6364,"ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILIACOS (S/ STENT)",Cidade do RS,ERECHIM,PASSO FUNDO,406040044,5281
-52.1486,-28.5359,TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO,Cidade do RS,VILA MARIA,PASSO FUNDO,303070110,146
-52.7997,-29.2348,TRATAMENTO DE INSUFICIENCIA CARDIACA,Cidade do RS,LAGOÃO,PASSO FUNDO,303060212,329
-52.4091,-28.2576,TRATAMENTO DE COMPLICACOES DA HIDROCEFALIA,Cidade do RS,PASSO FUNDO,PASSO FUNDO,303040157,20622
-52.2975,-27.3978,TRATAMENTO DE INSUFICIENCIA CARDIACA,Cidade do RS,ARATIBA,ARATIBA,303060212,419
-52.4084,-27.4069,TRATAMENTO DE POLINEUROPATIAS,Cidade do RS,BARRA DO RIO AZUL,ARATIBA,303040262,78
-52.4084,-27.4069,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,BARRA DO RIO AZUL,ARATIBA,303140151,78
-52.4084,-27.4069,TRATAMENTO DE DOENCAS NEURO-DEGENERATIVAS,Cidade do RS,BARRA DO RIO AZUL,ARATIBA,303040203,78
-52.2697,-27.6364,TRATAMENTO DE DOENÇAS INFECCIOSAS E INTESTINAIS,Cidade do RS,ERECHIM,ARATIBA,303010061,5281
-55.1379,-27.9082,PARTO CESARIANO C/ LAQUEADURA TUBARIA,Cidade do RS,PORTO XAVIER,SANTO ÂNGELO,411010042,758
-54.8373,-28.1233,PARTO CESARIANO C/ LAQUEADURA TUBARIA,Cidade do RS,SALVADOR DAS MISSÕES,SANTO ÂNGELO,411010042,304
-52.4091,-28.2576,IMPLANTE DE MARCAPASSO DE CAMARA DUPLA TRANSVENOSO,Cidade do RS,PASSO FUNDO,PASSO FUNDO,406010650,20622
-52.4091,-28.2576,MICROCIRURGIA P/ TUMOR INTRACRANIANO (COM TECNICA COMPLEMENTAR),Cidade do RS,PASSO FUNDO,PASSO FUNDO,403030153,20622
-52.4091,-28.2576,RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERACAO),Cidade do RS,PASSO FUNDO,PASSO FUNDO,407040242,20622
-52.2697,-27.6364,TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO AO NIVEL DO JOELHO,Cidade do RS,ERECHIM,ERECHIM,408050683,5281
-52.2697,-27.6364,ENTEROTOMIA E/OU ENTERORRAFIA C/ SUTURA / RESSECCAO (QUALQUER SEGMENTO),Cidade do RS,ERECHIM,ERECHIM,407020209,5281
-51.9815,-28.5605,PARTO NORMAL,Cidade do RS,CASCA,MARAU,310010039,400
-52.0337,-28.4316,PARTO NORMAL,Cidade do RS,GENTIL,MARAU,310010039,98
-52.0337,-28.4316,PARTO CESARIANO,Cidade do RS,GENTIL,MARAU,411010034,98
-52.7997,-29.2348,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL),Cidade do RS,LAGOÃO,PASSO FUNDO,406020078,329
-52.1986,-28.4498,OSTEOPLASTIA DO MENTO COM OU SEM IMPLANTE ALOPLÁSTICO,Cidade do RS,MARAU,PASSO FUNDO,404030068,2171
-52.0097,-28.0652,BURSECTOMIA,Cidade do RS,TAPEJARA,PASSO FUNDO,408060085,1768
-52.6789,-27.4238,RESSECCAO SIMPLES DE TUMOR OSSEO / DE PARTES MOLES,Cidade do RS,FAXINALZINHO,PASSO FUNDO,408060310,198
-52.4538,-27.3846,DERIVACAO VENTRICULAR EXTERNAR-SUBGALEAL EXTERNA,Cidade do RS,ITATIBA DO SUL,PASSO FUNDO,403010098,137
-52.7756,-27.3689,CORRECAO DE HIPOSPADIA,Cidade do RS,NONOAI,PASSO FUNDO,409050032,1023
-52.4848,-27.6587,RETIRADA DE PLACA E/OU PARAFUSOS,Cidade do RS,PONTE PRETA,PASSO FUNDO,408060379,131
-52.4424,-27.8257,ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE STENT,Cidade do RS,QUATRO IRMÃOS,PASSO FUNDO,406030030,54
-54.2668,-28.3001,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I,Cidade do RS,SANTO ÂNGELO,PASSO FUNDO,406050040,3203
-52.4091,-28.2576,ANGIOPLASTIA CORONARIANA,Cidade do RS,PASSO FUNDO,PASSO FUNDO,406030014,20622
-52.9142,-28.1149,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,ALMIRANTE TAMANDARÉ DO SUL,PASSO FUNDO,304100021,293
-51.5797,-28.6283,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,ANDRÉ DA ROCHA,PASSO FUNDO,304100021,78
-53.0008,-28.8871,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,CAMPOS BORGES,PASSO FUNDO,304100021,193
-51.9815,-28.5605,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,CASCA,PASSO FUNDO,304100021,400
-51.9815,-28.5605,TRATAMENTO DE ESTAFILOCOCCIAS,Cidade do RS,CASCA,PASSO FUNDO,303080060,400
-51.5248,-28.2093,TRATAMENTO DE INSUFICIENCIA RENAL AGUDA,Cidade do RS,LAGOA VERMELHA,PASSO FUNDO,305020048,2109
-51.5966,-27.7707,TRATAMENTO CLÍNICO DE PACIENTE ONCOLÓGICO,Cidade do RS,SÃO JOSÉ DO OURO,PASSO FUNDO,304100021,785
-51.5966,-27.7707,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,SÃO JOSÉ DO OURO,PASSO FUNDO,303010037,785
-51.5966,-27.7707,TRATAMENTO DE INTERCORRENCIA EM PACIENTE RENAL CRONICO SOB TRATAMENTO DIALITICO ( POR DIA),Cidade do RS,SÃO JOSÉ DO OURO,PASSO FUNDO,305010174,785
-51.9352,-28.7126,TRATAMENTO DE DOENCAS DO FIGADO,Cidade do RS,SERAFINA CORRÊA,PASSO FUNDO,303070072,1050
-51.9352,-28.7126,TRATAMENTO DE INTERCORRENCIA EM PACIENTE RENAL CRONICO SOB TRATAMENTO DIALITICO ( POR DIA),Cidade do RS,SERAFINA CORRÊA,PASSO FUNDO,305010174,1050
-54.662,-27.8263,TRATAMENTO DE TRAUMATISMOS ENVOLVENDO MULTIPLAS REGIOES DO CORPO,Cidade do RS,SANTO CRISTO,SANTO CRISTO,308010043,803
-54.662,-27.8263,APENDICECTOMIA,Cidade do RS,SANTO CRISTO,SANTO CRISTO,407020039,803
-55.01,-27.8569,COLECISTECTOMIA,Cidade do RS,PORTO LUCENA,SANTO CRISTO,407030026,333
-54.7649,-27.6579,HERNIOPLASTIA UMBILICAL,Cidade do RS,ALECRIM,SANTO CRISTO,407040129,592
-55.01,-27.8569,HEMORROIDECTOMIA,Cidade do RS,PORTO LUCENA,SANTO CRISTO,407020284,333
-54.8994,-27.7405,COLECISTECTOMIA,Cidade do RS,PORTO VERA CRUZ,SANTO CRISTO,407030026,223
-54.662,-27.8263,HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL),Cidade do RS,SANTO CRISTO,SANTO CRISTO,407040102,803
-54.662,-27.8263,LAPAROTOMIA EXPLORADORA,Cidade do RS,SANTO CRISTO,SANTO CRISTO,407040161,803
-54.662,-27.8263,HISTERECTOMIA TOTAL,Cidade do RS,SANTO CRISTO,SANTO CRISTO,409060135,803
-54.662,-27.8263,HERNIOPLASTIA UMBILICAL,Cidade do RS,SANTO CRISTO,SANTO CRISTO,407040129,803
-54.7649,-27.6579,COLECISTECTOMIA,Cidade do RS,ALECRIM,SANTO CRISTO,407030026,592
-54.662,-27.8263,LIBERACAO DE ADERENCIAS INTESTINAIS,Cidade do RS,SANTO CRISTO,SANTO CRISTO,407040188,803
-54.8994,-27.7405,HISTERECTOMIA TOTAL,Cidade do RS,PORTO VERA CRUZ,SANTO CRISTO,409060135,223
-54.5559,-28.556,PARTO NORMAL,Cidade do RS,SÃO MIGUEL DAS MISSÕES,SANTO ÂNGELO,310010039,384
-54.1506,-28.5315,TRATAMENTO DE INSUFICIENCIA CARDIACA,Cidade do RS,EUGÊNIO DE CASTRO,SANTO ÂNGELO,303060212,131
-53.6773,-31.5516,VASECTOMIA,Cidade do RS,CANDIOTA,ACEGUÁ,409040240,262
-53.8931,-30.8071,LAQUEADURA TUBARIA,Cidade do RS,LAVRAS DO SUL,ACEGUÁ,409060186,183
-52.4091,-28.2576,MARSUPIALIZACAO DE GLANDULA DE BARTOLIN,Cidade do RS,PASSO FUNDO,PASSO FUNDO,409070190,20622
-52.4091,-28.2576,EMBOLIZACAO DE ANEURISMA CEREBRAL MAIOR QUE,Cidade do RS,PASSO FUNDO,PASSO FUNDO,403070040,20622
-52.4091,-28.2576,NEFROSTOMIA PERCUTANEA,Cidade do RS,PASSO FUNDO,PASSO FUNDO,409010294,20622
-52.4091,-28.2576,TRAQUELECTOMIA RADICAL EM ONCOLOGIA,Cidade do RS,PASSO FUNDO,PASSO FUNDO,416060080,20622
-52.6791,-28.0585,CURETAGEM SEMIOTICA C/ OU S/ DILATACAO DO COLO DO UTERO,Cidade do RS,PONTÃO,PASSO FUNDO,409060046,504
-52.2697,-27.6364,TRATAMENTO CIRURGICO DE SINDROME COMPRESSIVA EM TUNEL OSTEO-FIBROSO AO NIVEL DO CARPO,Cidade do RS,ERECHIM,ERECHIM,403020123,5281
-53.0575,-27.3297,DIAGNOSTICO E/OU ATENDIMENTO DE URGENCIA EM CLINICA MEDICA,Cidade do RS,PLANALTO,PASSO FUNDO,301060088,636
-53.4026,-27.4829,TRATAMENTO DE OUTRAS DOENCAS DO SANGUE E DOS ORGAOS HEMATOPOETICOS,Cidade do RS,SEBERI,PASSO FUNDO,303020083,780
-53.1706,-27.4742,TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA,Cidade do RS,RODEIO BONITO,PASSO FUNDO,303060204,526
-52.031,-28.1672,TRATAMENTO DE INSUFICIENCIA RENAL AGUDA,Cidade do RS,ÁGUA SANTA,PASSO FUNDO,305020048,266
-52.031,-28.1672,TRATAMENTO DE PROCESSO TOXI-INFECCIOSO DO CEREBRO OU DA MEDULA ESPINHAL,Cidade do RS,ÁGUA SANTA,PASSO FUNDO,303040297,266
-51.6597,-27.767,TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO,Cidade do RS,CACIQUE DOBLE,PASSO FUNDO,303070064,662
-51.3961,-28.1254,TRATAMENTO DE DIABETES MELLITUS,Cidade do RS,CAPÃO BONITO DO SUL,PASSO FUNDO,303030038,246
-51.6434,-27.9074,REVISAO CIRURGICA DE COTO DE AMPUTACAO EM MEMBRO,Cidade do RS,SANTO EXPEDITO DO SUL,PASSO FUNDO,408050330,191
-51.9352,-28.7126,AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES,Cidade do RS,SERAFINA CORRÊA,PASSO FUNDO,408050012,1050
-52.2588,-27.9798,HISTEROSCOPIA CIRURGICA C/ RESSECTOSCOPIO,Cidade do RS,SERTÃO,PASSO FUNDO,409060178,489
-53.6891,-27.497,IMPLANTE DE PROTESE VALVAR,Cidade do RS,MIRAGUAÍ,PASSO FUNDO,406010692,496
-53.6891,-27.497,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO,Cidade do RS,MIRAGUAÍ,PASSO FUNDO,406010609,496
-53.3134,-27.9007,ESOFAGOPLASTIA / GASTROPLASTIA,Cidade do RS,PALMEIRA DAS MISSÕES,PASSO FUNDO,407010084,1910
-53.3134,-27.9007,IMPLANTE DE MARCAPASSO DE CAMARA DUPLA TRANSVENOSO,Cidade do RS,PALMEIRA DAS MISSÕES,PASSO FUNDO,406010650,1910
-51.886,-28.5312,DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR,Cidade do RS,SÃO DOMINGOS DO SUL,PASSO FUNDO,408030380,101
-51.5966,-27.7707,DRENAGEM DE ABSCESSO SUBFRENICO,Cidade do RS,SÃO JOSÉ DO OURO,PASSO FUNDO,407040021,785
-51.5966,-27.7707,NEFRECTOMIA EM ONCOLOGIA,Cidade do RS,SÃO JOSÉ DO OURO,PASSO FUNDO,416010075,785
-52.7997,-29.2348,TRATAMENTO DE INSUFICIENCIA RENAL CRONICA,Cidade do RS,LAGOÃO,PASSO FUNDO,305020056,329
-52.7997,-29.2348,TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO,Cidade do RS,LAGOÃO,PASSO FUNDO,303060190,329
-51.6668,-27.5667,TRATAMENTO DE DOENÇAS INFECCIOSAS E INTESTINAIS,Cidade do RS,MACHADINHO,PASSO FUNDO,303010061,683
-52.8182,-28.4548,TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA,Cidade do RS,NÃO-ME-TOQUE,PASSO FUNDO,303060042,954
-52.8182,-28.4548,TRATAMENTO DE INFARTO AGUDO DO MIOCARDIO,Cidade do RS,NÃO-ME-TOQUE,PASSO FUNDO,303060190,954
-52.4676,-28.5298,TRATAMENTO DE PNEUMONIAS OU INFLUENZA (GRIPE),Cidade do RS,NICOLAU VERGUEIRO,PASSO FUNDO,303140151,193
-51.9352,-28.7126,TRATAMENTO DE INSUFICIENCIA CARDIACA,Cidade do RS,SERAFINA CORRÊA,PASSO FUNDO,303060212,1050
-52.8613,-28.6277,TRATAMENTO DE OUTRAS DOENCAS DAS VIAS AEREAS SUPERIORES,Cidade do RS,TAPERA,PASSO FUNDO,303140127,562
-52.8613,-28.6277,TRATAMENTO DE DENGUE CLÁSSICA,Cidade do RS,TAPERA,PASSO FUNDO,303010010,562
-52.1438,-28.1062,TRATAMENTO DE ESTAFILOCOCCIAS,Cidade do RS,VILA LÂNGARO,PASSO FUNDO,303080060,174
-52.6791,-28.0585,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS,Cidade do RS,PONTÃO,PASSO FUNDO,303010037,504
-51.3961,-28.1254,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO),Cidade do RS,CAPÃO BONITO DO SUL,PASSO FUNDO,303040149,246
-52.9142,-28.1149,TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR VÍRUS,Cidade do RS,ALMIRANTE TAMANDARÉ DO SUL,PASSO FUNDO,303010193,293
-54.7428,-28.1463,TRATAMENTO DE INSUFICIENCIA RENAL CRONICA,Cidade do RS,CERRO LARGO,SANTO ÂNGELO,305020056,775
-54.2686,-28.3686,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS,Cidade do RS,ENTRE-IJUÍS,SANTO ÂNGELO,303070129,456
-54.1506,-28.5315,AJUSTE MEDICAMENTOSO DE SITUACOES NEUROLOGICAS AGUDIZADAS,Cidade do RS,EUGÊNIO DE CASTRO,SANTO ÂNGELO,303040017,131
-54.1615,-31.8665,VASECTOMIA,Cidade do RS,ACEGUÁ,ACEGUÁ,409040240,321
-54.1615,-31.8665,LAQUEADURA TUBARIA,Cidade do RS,ACEGUÁ,ACEGUÁ,409060186,321
-54.1615,-31.8665,COLECISTECTOMIA,Cidade do RS,ACEGUÁ,ACEGUÁ,407030026,321
